EXPORT DATE,HSN CODE,DESCRIPTION,EXPORTER NAME,EXPORTER ADDRESS,EXPORTER PIN,EXPORTER CITY,EXPORTER STATE,EXPORTER PHONE,EXPORTER EMAIL,IMPORTER NAME,Importer_Address,IMPORTER COUNTRY,UNIT,QUANTITY,CURRENCY,UNIT RATE,FOB INV VALUE,FOB IN USD,IMPORT PORT,EXPORT PORT,SHIPPING BILLNO
28/11/2025,25162000,SAND STONE COPINGS CALIBRATED 50 MM KAND LA GREY. O/D AS PER INV,MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,TO ORDER,nan,UNITED KINGDOM,SQM,217.728,GBP,17.5,3810.24,4971.1,Felixstowe,MUNDRA SEA,7419373
28/11/2025,25162000,SAND STONE ONE SIDE NATURAL ONE SIDE CAL IBRATED EDGES HAND CUT CALIBRATED 22 MM RIPPON - PAVINGS. O/D AS PER INV,MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,TO ORDER,nan,UNITED KINGDOM,SQM,259.2,GBP,7.1,1840.32,2401.01,Felixstowe,MUNDRA SEA,7419372
28/11/2025,25162000,SAND STONE SURFACE NATURAL EDGES MACHINE CUT TUMBLED CALIBRATED TO 30 MM. RAJ GR EEN. O/D AS PER INV,MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,TO ORDER,nan,UNITED KINGDOM,SQM,181.956,GBP,14.0,2547.38,3323.49,Felixstowe,MUNDRA SEA,7419372
28/11/2025,25162000,SAND STONE ONE SIDE NATURAL ONE SIDE CAL IBRATED EDGES HAND CUT CALIBRATED 22 MM KANDLA GREY - PAVINGS. O/D AS PER INV,MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,TO ORDER,nan,UNITED KINGDOM,SQM,518.4,GBP,8.25,4276.8,5579.81,Felixstowe,MUNDRA SEA,7419377
28/11/2025,25162000,SAND STONE ONE SIDE NATURAL ONE SIDE CAL IBRATED EDGES HAND CUT CALIBRATED 22 MM RIPPON - PAVINGS. O/D AS PER INV,MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,TO ORDER,nan,UNITED KINGDOM,SQM,518.4,GBP,7.1,3680.64,4802.02,Felixstowe,MUNDRA SEA,7419374
28/11/2025,25162000,SAND STONE ONE SIDE NATURAL ONE SIDE CAL IBRATED EDGES HAND CUT CALIBRATED 18 MM ASH BLACK ROOFING. O/D AS PER INV,MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,TO ORDER,nan,UNITED KINGDOM,SQM,620.352,GBP,7.75,4807.73,6272.49,Felixstowe,MUNDRA SEA,7397265
26/11/2025,25162000,SAND STONE ONE SIDE NATURAL ONE SIDE CAL IBRATED EDGES HAND CUT CALIBRATED 22 MM RAJ GREEN ROOFING. O/D AS PER INV,MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,TO ORDER,nan,UNITED KINGDOM,SQM,514.998,GBP,8.0,4119.98,5375.22,Felixstowe,MUNDRA SEA,7332389
24/11/2025,25161200,GRANITE CUT TO SIZE (COBBLE) BLACK FLAMM ED. O/D AS PER INV,MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,R.F.LANDSCAPE PRODUCTS (2020) LIMITED,nan,UNITED KINGDOM,SQM,318.24,GBP,25.0,7956.0,10370.61,Felixstowe,MUNDRA SEA,7245134
24/11/2025,25162000,SAND STONE EDGINGS CALIBRATED 50 MM. RAJ GREEN. O/D AS PER INV,MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,R.F.LANDSCAPE PRODUCTS (2020) LIMITED,nan,UNITED KINGDOM,SQM,80.0,GBP,17.5,1400.0,1824.89,LONDON GATWAY PORT,MUNDRA SEA,7265532
24/11/2025,25162000,SAND STONE NATURAL SURFACE STRAIGHT HAND CUT CALIBRATED 50 MM. RIPPON. O/D AS PE R INV,MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,R.F.LANDSCAPE PRODUCTS (2020) LIMITED,nan,UNITED KINGDOM,SQM,20.274,GBP,17.5,354.8,462.48,LONDON GATWAY PORT,MUNDRA SEA,7265532
24/11/2025,25162000,SAND STONE SURFACE NATURAL EDGES MACHINE CUT TUMBLED CALIBRATED TO 30 MM. RAJ GR EEN. O/D AS PER INV,MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,R.F.LANDSCAPE PRODUCTS (2020) LIMITED,nan,UNITED KINGDOM,SQM,181.956,GBP,14.0,2547.38,3320.5,LONDON GATWAY PORT,MUNDRA SEA,7265532
24/11/2025,25162000,SAND STONE ONE SIDE NATURAL ONE SIDE CAL IBRATED EDGES HAND CUT CALIBRATED 22 MM RIPPON - PROJECT PACK. O/D AS PER INV,MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,R.F.LANDSCAPE PRODUCTS (2020) LIMITED,nan,UNITED KINGDOM,SQM,509.404,GBP,7.1,3616.77,4714.44,LONDON GATWAY PORT,MUNDRA SEA,7265587
24/11/2025,25162000,SAND STONE ONE SIDE NATURAL ONE SIDE CAL IBRATED EDGES HAND CUT CALIBRATED 22 MM AUTUMN BROWN - PAVINGS. O/D AS PER INV,MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,R.F.LANDSCAPE PRODUCTS (2020) LIMITED,nan,UNITED KINGDOM,SQM,518.4,GBP,6.6,3421.44,4459.83,LONDON GATWAY PORT,MUNDRA SEA,7265618
22/11/2025,25162000,SAND STONE ONE SIDE NATURAL ONE SIDE CAL IBRATED EDGES HAND CUT CALIBRATED 18 MM ASH BALCK ROOFING. O/D AS PER INV,MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,R.F.LANDSCAPE PRODUCTS (1990) LIMITED,nan,UNITED KINGDOM,SQM,620.352,GBP,7.75,4807.73,6266.85,Felixstowe,MUNDRA SEA,7227483
20/11/2025,25162000,SAND STONE ONE SIDE NATURAL ONE SIDE CAL IBRATED EDGES HAND CUT CALIBRATED 22 MM RAJ GREEN - ROOFING. O/D AS PER INV,MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,R.F.LANDSCAPE PRODUCTS (1990) LIMITED,nan,UNITED KINGDOM,SQM,518.076,GBP,8.0,4144.61,5372.53,Felixstowe,MUNDRA SEA,7143697
15/11/2025,25162000,SAND STONE ONE SIDE NATURAL ONE SIDE CAL IBRATED EDGES HAND CUT CALIBRATED 22 MM RIPPON - PAVINGS. O/D AS PER INV,MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,R.F.LANDSCAPE PRODUCTS (2020) LIMITED,nan,UNITED KINGDOM,SQM,518.4,GBP,7.1,3680.64,4771.1,LONDON GATWAY PORT,MUNDRA SEA,7002216
15/11/2025,25162000,SAND STONE ONE SIDE NATURAL ONE SIDE CAL IBRATED EDGES HAND CUT CALIBRATED 22 MM RAJ GREEN - PAVINGS. O/D AS PER INV,MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,R.F.LANDSCAPE PRODUCTS (2020) LIMITED,nan,UNITED KINGDOM,SQM,518.4,GBP,7.1,3680.64,4771.1,LONDON GATWAY PORT,MUNDRA SEA,7002211
15/11/2025,25162000,SAND STONE ALL SIDE NATURAL COBBLES  RAJ GREEN. O/D AS PER INV,MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,R.F.LANDSCAPE PRODUCTS (2020) LIMITED,nan,UNITED KINGDOM,SQM,223.96,GBP,11.0,2463.56,3193.43,LONDON GATWAY PORT,MUNDRA SEA,7002252
13/11/2025,25162000,SAND STONE ONE SIDE NATURAL ONE SIDE CAL IBRATED EDGES HAND CUT CALIBRATED 22 MM RAJ GREEN - ROOFING. O/D AS PER INV,MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,R.F.LANDSCAPE PRODUCTS (1990) LIMITED,nan,UNITED KINGDOM,SQM,518.076,GBP,8.0,4144.61,5372.53,Felixstowe,MUNDRA SEA,6954144
13/11/2025,25162000,SAND STONE ONE SIDE NATURAL ONE SIDE CAL IBRATED EDGES HAND CUT CALIBRATED 22MM RAJ GREEN - PAVINGS. O/D AS PER INV,MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,R.F.LANDSCAPE PRODUCTS (2020) LIMITED,nan,UNITED KINGDOM,SQM,518.4,GBP,7.1,3680.64,4771.1,LONDON GATWAY PORT,MUNDRA SEA,6954146
13/11/2025,25162000,SAND STONE ONE SIDE NATURAL ONE SIDE CAL IBRATED EDGES HAND CUT CALIBRATED 22MM RIPPON - PAVINGS. O/D AS PER INV,MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,R.F.LANDSCAPE PRODUCTS (2020) LIMITED,nan,UNITED KINGDOM,SQM,518.4,GBP,6.4,3317.76,4300.7,LONDON GATWAY PORT,MUNDRA SEA,6954137
13/11/2025,25162000,SAND STONE ONE SIDE NATURAL ONE SIDE CAL IBRATED EDGES HAND CUT CALIBRATED 22MM RIPPON - PAVINGS. O/D AS PER INV,MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,R.F.LANDSCAPE PRODUCTS (2020) LIMITED,nan,UNITED KINGDOM,SQM,518.4,GBP,6.4,3317.76,4300.7,LONDON GATWAY PORT,MUNDRA SEA,6954139
08/11/2025,25162000,SAND STONE ONE SIDE NATURAL ONE SIDE CAL IBRATED EDGES HAND CUT CALIBRATED 18 MM ASH BLACK ROOFING. O/D AS PER INV,MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,R.F.LANDSCAPE PRODUCTS (1990) LIMITED,nan,UNITED KINGDOM,SQM,620.352,GBP,7.75,4807.73,6232.1,Felixstowe,MUNDRA SEA,6811409
26/11/2025,69072100,"VITRIFIED TILES, THICKNESS 20 MM (AGED K ANDLA GREY)",MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,TO ORDER,nan,UNITED KINGDOM,SQM,635.04,GBP,7.1,4508.78,5882.47,Southampton,MUNDRA SEA,7322223
26/11/2025,69072100,(SAMPLES ),MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,TO ORDER,nan,UNITED KINGDOM,SQM,22.68,GBP,1.0,22.68,29.59,Southampton,MUNDRA SEA,7340787
26/11/2025,69072100,"VITRIFIED TILES, THICKNESS 20 MM (AGED K ANDLA GREY HONED)",MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,TO ORDER,nan,UNITED KINGDOM,SQM,294.84,GBP,7.6,2240.78,2923.47,Southampton,MUNDRA SEA,7340787
26/11/2025,69072100,"VITRIFIED TILES, THICKNESS 20 MM (AGED K ANDLA GREY)",MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,TO ORDER,nan,UNITED KINGDOM,SQM,340.2,GBP,7.6,2585.52,3373.25,Southampton,MUNDRA SEA,7340787
26/11/2025,69072100,"VITRIFIED TILES, THICKNESS 20 MM (AGED B LACK SANDSTONE)",MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,TO ORDER,nan,UNITED KINGDOM,SQM,635.04,GBP,7.59999,4826.3,6296.73,Southampton,MUNDRA SEA,7334319
26/11/2025,69072100,"VITRIFIED TILES, THICKNESS 20 MM (AGED A NTHRACITE)",MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,TO ORDER,nan,UNITED KINGDOM,SQM,635.04,GBP,7.59999,4826.3,6296.73,Southampton,MUNDRA SEA,7334317
26/11/2025,69072100,(SAMPLES ),MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,TO ORDER,nan,UNITED KINGDOM,SQM,22.68,GBP,1.0,22.68,29.59,Southampton,MUNDRA SEA,7334287
26/11/2025,69072100,"VITRIFIED TILES, THICKNESS 20 MM (AGED K ANDLA GREY HONED)",MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,TO ORDER,nan,UNITED KINGDOM,SQM,294.84,GBP,7.6,2240.78,2923.47,Southampton,MUNDRA SEA,7334287
26/11/2025,69072100,"VITRIFIED TILES, THICKNESS 20 MM (AGED K ANDLA GREY)",MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,TO ORDER,nan,UNITED KINGDOM,SQM,317.52,GBP,7.59999,2413.15,3148.36,Southampton,MUNDRA SEA,7334287
25/11/2025,69072100,"VITRIFIED TILES, THICKNESS 20 MM (AGED K ANDLA GREY)",MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,TO ORDER,nan,UNITED KINGDOM,SQM,635.04,GBP,7.35,4667.54,6089.6,Southampton,MUNDRA SEA,7296540
25/11/2025,69072100,"VITRIFIED TILES, THICKNESS 20 MM (AGED K ANDLA GREY)",MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,TO ORDER,nan,UNITED KINGDOM,SQM,635.04,GBP,7.1,4508.78,5882.47,Southampton,MUNDRA SEA,7296556
24/11/2025,69072100,"VITRIFIED TILES, THICKNESS 20 MM (AGED K ANDLA GREY)",MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,R.F.LANDSCAPE PRODUCTS ( 2O2O ) LIMITED,nan,UNITED KINGDOM,SQM,635.04,GBP,7.6,4826.3,6291.07,Southampton,MUNDRA SEA,7269641
24/11/2025,69072100,"VITRIFIED TILES, THICKNESS 20 MM (AGED K ANDLA GREY)",MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,R.F.LANDSCAPE PRODUCTS ( 2O2O ) LIMITED,nan,UNITED KINGDOM,SQM,635.04,GBP,7.6,4826.3,6291.07,Southampton,MUNDRA SEA,7269633
24/11/2025,69072100,"VITRIFIED TILES, THICKNESS 20 MM (AGED K ANDLA GREY)",MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,R.F.LANDSCAPE PRODUCTS ( 2O2O ) LIMITED,nan,UNITED KINGDOM,SQM,635.04,GBP,7.6,4826.3,6291.07,Southampton,MUNDRA SEA,7269637
